Exp.Date:,Voyage N°:,Poids:,Montant HT:,filename,Depart,Arrivee,Depart_Lat,Depart_Lng,Arrivee_Lat,Arrivee_Lng,Distance,DistanceKM,Conso ( litre ),Cout total (euros)
2023-12-21,PARTRP000101373,"48,00","140,00",SupplierPreInvoiceSPI00450803.pdf,FR-60420,FR-95670,49.560260299999996,2.5675067820979036,49.080811,2.506439020664489,33.247651519212674,53.50677549592972,17.65723591365681,31.783024644582255
2023-12-21,PARTRP000101415,"463,57","374,50",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-93420,48.9856537,2.464965445023627,48.95863294,2.541387385,3.9462856494578404,6.350915347098481,2.095802064542499,3.772443716176498
2023-12-21,PARTRP000101416,"238,18","267,50",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2023-12-22,PARTRP000101471,"197,89","278,20",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-77320,48.9856537,2.464965445023627,48.77279925,3.298226086906686,40.725764748804956,65.54160224084177,21.628728739477786,38.93171173106002
2023-12-22,PARTRP000101472,"238,56","267,50",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-78120,48.9856537,2.464965445023627,48.6118676,1.879916260003379,37.15354162862718,59.792680684614865,19.731584625922906,35.51685232666123
2023-12-26,PARTRP000101514,"50,59","107,00",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-78580,48.9856537,2.464965445023627,48.915956,1.8736172055841656,27.34068230531845,44.000453661241195,14.520149708209596,26.136269474777272
2023-12-27,PARTRP000101538,"444,77","374,50",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2023-12-27,PARTRP000101539,"362,94","267,50",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-78170,48.9856537,2.464965445023627,48.849787750000004,2.1395475355985987,17.543624730398456,28.23365702361945,9.31710681779442,16.770792272029954
2023-12-27,PARTRP000101528,"2100,84","374,50",SupplierPreInvoiceSPI00450803.pdf,FR-77170,FR-51100,48.697856099999996,2.6117961544767336,49.253407800000005,4.048339723136653,75.78728897841597,121.96751564452396,40.249280162692905,72.44870429284722
2023-12-28,PARTRP000101507,"4670,00","470,00",SupplierPreInvoiceSPI00450803.pdf,FR-94200,FR-60300,48.81518259591346,2.3847723747596152,49.187443,2.6646124504641495,28.69853546822583,46.18570107043456,15.241281353243405,27.43430643583813
2023-12-28,PARTRP000101562,"104,12","8,40",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2023-12-29,PARTRP000101595,"586,72","18,20",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2023-12-29,PARTRP000101596,"679,96","17,50",SupplierPreInvoiceSPI00450803.pdf,FR-95500,FR-77450,48.9856537,2.464965445023627,48.92235475,2.8154527048445335,16.539089486096522,26.617018273554578,8.783616030273011,15.81050885449142
2024-01-10,PARCTG000176615,"14026,34","250,00",SupplierPreInvoiceSPI00453576.pdf,FR-77185,FR-77185,48.832503849999995,2.6385437726009737,48.832503849999995,2.6385437726009737,0.0,0.0,0.0,0.0
2023-12-29,PARTRP000101595,"586,72","260,00",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2023-12-29,PARTRP000101596,"679,96","250,00",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-77450,48.9856537,2.464965445023627,48.92235475,2.8154527048445335,16.539089486096522,26.617018273554578,8.783616030273011,15.81050885449142
2024-01-02,PARTRP000101657,"164,82","267,50",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-91090,48.9856537,2.464965445023627,48.5936809,2.422368152308783,27.15505556136908,43.70171711713371,14.421566648654125,25.958819967577426
2024-01-02,PARTRP000101659,"359,72","278,20",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-78200,48.9856537,2.464965445023627,48.9567026,1.6307395645945073,38.003999563380965,61.161356657331524,20.183247696919405,36.32984585445493
2024-01-03,PARTRP000101578,"819,06","250,00",SupplierPreInvoiceSPI00453576.pdf,FR-95470,FR-77550,49.082085,2.553704566440979,48.6185526,2.64300607769173,32.28826695116864,51.96279953519373,17.147723846613932,30.86590292390508
2024-01-03,PARTRP000101782,"887,99","385,20",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2024-01-03,PARTRP000101742,"818,05","267,50",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-91070,48.9856537,2.464965445023627,48.61544525,2.3778317240548876,25.88881505259312,41.66390561674021,13.74908885352427,24.748359936343686
2024-01-04,PARTRP000101816,"834,90","267,50",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-95800,48.9856537,2.464965445023627,49.04240265,2.0120656442862446,20.956287434348457,33.72579161959435,11.129511234466134,20.03312022203904
2024-01-04,PARTRP000101817,"806,83","16,80",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-78200,48.9856537,2.464965445023627,48.9567026,1.6307395645945073,38.003999563380965,61.161356657331524,20.183247696919405,36.32984585445493
2024-01-05,PARTRP000101581,"3360,00","350,00",SupplierPreInvoiceSPI00453576.pdf,FR-94200,FR-60300,48.81518259591346,2.3847723747596152,49.187443,2.6646124504641495,28.69853546822583,46.18570107043456,15.241281353243405,27.43430643583813
2024-01-05,PARTRP000101890,"667,02","288,90",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-78711,48.9856537,2.464965445023627,48.975234900000004,1.716045768308708,34.071812623035825,54.833130926756475,18.094933205829637,32.57087977049335
2024-01-05,PARTRP000101891,"727,86","267,50",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-93460,48.9856537,2.464965445023627,48.861086783333334,2.577750788888889,10.023508875318257,16.131233773404684,5.323307145223546,9.581952861402383
2024-01-08,PARTRP000101826,"6493,52","150,00",SupplierPreInvoiceSPI00453576.pdf,FR-77220,FR-77552,48.74658565,2.760523288100851,46.8123801,7.1660154,244.77401007940634,393.9246053811918,129.99511977579328,233.9912155964279
2024-01-08,PARTRP000101938,"7280,00","220,00",SupplierPreInvoiceSPI00453576.pdf,FR-77185,FR-75001,48.832503849999995,2.6385437726009737,48.861877899999996,2.3374139136684553,13.882439087592216,22.341564521225656,7.372716292004467,13.270889325608042
2024-01-08,PARTRP000101912,"1000,00","990,00",SupplierPreInvoiceSPI00453576.pdf,FR-92500,FR-22100,48.871803099999994,2.180193107118261,48.44041695,-2.0749574080431055,197.03696188032765,317.0994642324865,104.64282319672056,188.357081754097
2024-01-08,PARTRP000101969,"487,74","256,80",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2024-01-08,PARTRP000101971,"530,15","278,20",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-91730,48.9856537,2.464965445023627,48.5213912,2.2112587237453396,34.1104063629792,54.89524137619694,18.115429654144993,32.60777337746099
2024-01-09,PARTRP000102030,"496,31","16,80",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2024-01-09,PARTRP000102029,"511,47","267,50",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-78440,48.9856537,2.464965445023627,49.021647,1.780813240308607,31.20314837208209,50.216474801126594,16.571436684371776,29.828586031869197
2024-01-10,PARTRP000102079,"764,40","256,80",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2024-01-10,PARTRP000102080,"456,05","278,20",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-77780,48.9856537,2.464965445023627,48.3365181,2.6962031449329995,46.0861864854402,74.16834335847834,24.475553308297854,44.05599595493614
2024-01-11,PARTRP000102162,"3412,02","350,00",SupplierPreInvoiceSPI00453576.pdf,FR-77550,FR-60300,48.6185526,2.64300607769173,49.187443,2.6646124504641495,39.323419470252844,63.284751890256715,20.883968123784715,37.59114262281249
2024-01-11,PARTRP000102198,"583,77","267,50",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-77450,48.9856537,2.464965445023627,48.92235475,2.8154527048445335,16.539089486096522,26.617018273554578,8.783616030273011,15.81050885449142
2024-01-11,PARTRP000102199,"535,85","267,50",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-91620,48.9856537,2.464965445023627,48.659334400000006,2.248881127689656,24.610101192288447,39.606020252797485,13.06998668342317,23.525976030161708
2024-01-12,PARTRP000102215,"1774,00","300,00",SupplierPreInvoiceSPI00453576.pdf,FR-95700,FR-60300,49.003394150000005,2.50998642898493,49.187443,2.6646124504641495,14.525698906163647,23.376788277645403,7.714340131622984,13.885812236921371
2024-01-12,PARTRP000102248,"540,47","374,50",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-77600,48.9856537,2.464965445023627,48.8331038,2.7329707876347866,16.128939424277245,25.956947373066342,8.565792633111894,15.41842673960141
2024-01-12,PARTRP000102252,"732,12","267,50",SupplierPreInvoiceSPI00453576.pdf,FR-95500,FR-78830,48.9856537,2.464965445023627,48.62688945,2.0062455426462344,32.44904591152436,52.22154754725261,17.233110690593364,31.019599243068054
2024-01-30,BODTRP000041327,"440,00","120,00",SupplierPreInvoiceSPI00456741.pdf,FR-91300,FR-93500,48.72636105,2.2770305282470034,48.89786956651624,2.4033411015342963,13.178862410199013,21.20927043122968,6.999059242305795,12.598306636150431
2024-01-30,PARCTG000178912,"9597,23","200,00",SupplierPreInvoiceSPI00456742.pdf,FR-77185,FR-77185,48.832503849999995,2.6385437726009737,48.832503849999995,2.6385437726009737,0.0,0.0,0.0,0.0
2024-01-15,PARTRP000102355,"593,04","280,80",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-95320,48.9856537,2.464965445023627,49.021098249999994,2.2491434795617105,10.113157797970095,16.27550937058519,5.370918092293113,9.667652566127604
2024-01-15,PARTRP000102361,"787,38","312,00",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-94400,48.9856537,2.464965445023627,48.79362354931507,2.396509393150685,13.631225115684511,21.937275827675712,7.2393010231329855,13.030741841639374
2024-01-16,PARTRP000102449,"706,93","405,60",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-78200,48.9856537,2.464965445023627,48.9567026,1.6307395645945073,38.003999563380965,61.161356657331524,20.183247696919405,36.32984585445493
2024-01-17,PARTRP000102518,"187,08","260,00",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-77130,48.9856537,2.464965445023627,48.3670139,3.042987006897505,50.268497850925804,80.89910433140894,26.69670442936495,48.05406797285691
2024-01-17,PARTRP000102520,"570,86","280,80",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-95330,48.9856537,2.464965445023627,49.028965299999996,2.3249233622382546,7.03476937484994,11.321335745721003,3.736040796087931,6.724873432958276
2024-01-17,PARTRP000102462,"2000,00","374,50",SupplierPreInvoiceSPI00456742.pdf,FR-77170,FR-02400,48.697856099999996,2.6117961544767336,49.05415305,3.365844859402653,42.27747076146833,68.03882479526145,22.45281218243628,40.415061928385306
2024-01-18,PARTRP000102579,"190,08","290,20",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-91310,48.9856537,2.464965445023627,48.6318506,2.2683683768953906,26.042441044758412,41.9111420709715,13.830676883420596,24.895218390157073
2024-01-18,PARTRP000102592,"497,75","280,80",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-92700,48.9856537,2.464965445023627,48.92230438514286,2.2517254731428573,10.645936199356452,17.13293096307231,5.653867217813863,10.176960992064954
2024-01-19,PARTRP000102547,"240,00","180,00",SupplierPreInvoiceSPI00456742.pdf,FR-95470,FR-77550,49.082085,2.553704566440979,48.6185526,2.64300607769173,32.28826695116864,51.96279953519373,17.147723846613932,30.86590292390508
2024-01-19,PARTRP000102723,"407,85","364,00",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-91200,48.9856537,2.464965445023627,48.709265349999995,2.3875709900510715,19.422038209806985,31.256662972570773,10.314698780948355,18.56645780570704
2024-01-19,PARTRP000102724,"526,47","280,80",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-77400,48.9856537,2.464965445023627,48.880409900000004,2.6912816843590246,12.611705776054288,20.296522573635208,6.697852449299619,12.056134408739315
2024-01-22,PARTRP000102799,"751,94","331,70",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-92000,48.9856537,2.464965445023627,48.89281185176243,2.207325135490102,13.368347496303999,21.514216359701877,7.099691398701619,12.779444517662915
2024-01-22,PARTRP000102802,"1083,53","492,20",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-91510,48.9856537,2.464965445023627,48.510774600000005,2.2504617567935785,34.246551880077774,55.11434580268436,18.187734114885842,32.73792140679452
2024-01-23,PARTRP000102899,"229,29","299,60",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2024-01-23,PARTRP000102902,"238,77","310,30",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-91780,48.9856537,2.464965445023627,48.420868150000004,2.0466802892131373,43.462728934334244,69.94630818318147,23.082281700449887,41.5481070608098
2024-01-24,PARTRP000102951,"5200,00","200,00",SupplierPreInvoiceSPI00456742.pdf,FR-77720,FR-77134,48.580437950000004,2.9083540128284735,48.4613554,3.223618419299872,16.646752145664177,26.790284098103186,8.840793752374053,15.913428754273294
2024-01-24,PARTRP000102970,"622,20","310,30",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-77190,48.9856537,2.464965445023627,48.50570865,2.612827906979156,33.84528060888949,54.46856389511021,17.97462608538637,32.35432695369546
2024-01-24,PARTRP000102974,"509,98","310,30",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-91210,48.9856537,2.464965445023627,48.67772545,2.4238978250337864,21.36031539393726,34.37600997607899,11.344083292106067,20.41934992579092
2024-01-24,PARTRP000102545,"1820,44","600,00",SupplierPreInvoiceSPI00456742.pdf,FR-77185,FR-75003,48.832503849999995,2.6385437726009737,48.8626858,2.358686573714695,12.932273450911092,20.812424955489256,6.868100235311455,12.362580423560619
2024-01-25,PARTRP000103052,"408,14","310,30",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-75004,48.9856537,2.464965445023627,48.8541478,2.356807897135675,10.336270302681106,16.634573248916812,5.489409172142548,9.880936509856587
2024-01-25,PARTRP000103054,"514,04","310,30",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-91310,48.9856537,2.464965445023627,48.6318506,2.2683683768953906,26.042441044758412,41.9111420709715,13.830676883420596,24.895218390157073
2024-01-26,PARTRP000103189,"621,25","288,90",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-95480,48.9856537,2.464965445023627,49.0199726,2.154728151496756,14.302686554091581,23.017885578961746,7.595902241057376,13.672624033903277
2024-01-26,PARTRP000103205,"733,97","288,90",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-93170,48.9856537,2.464965445023627,48.86825477352941,2.420440568382353,8.361949215099438,13.45721934982813,4.440882385443283,7.9935882937979095
2024-01-29,PARTRP000103281,"294,62","294,25",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-77930,48.9856537,2.464965445023627,48.4694564,2.5767829183921993,36.03324293271461,57.989739181334926,19.136613929840525,34.44590507371294
2024-01-29,PARTRP000103277,"449,54","310,30",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-77370,48.9856537,2.464965445023627,48.5665745,3.073416887967139,40.13406798326569,64.5893609681888,21.314489119502305,38.36608041510415
2024-01-30,PARTRP000103334,"639,76","310,30",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-78830,48.9856537,2.464965445023627,48.62688945,2.0062455426462344,32.44904591152436,52.22154754725261,17.233110690593364,31.019599243068054
2024-01-30,PARTRP000103337,"653,89","331,70",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-77140,48.9856537,2.464965445023627,48.27628865,2.694333665619952,50.12886479762401,80.67438727340823,26.622547800224716,47.92058604040449
2024-01-31,PARTRP000103315,"19620,00","200,00",SupplierPreInvoiceSPI00456742.pdf,FR-77720,FR-77134,48.580437950000004,2.9083540128284735,48.4613554,3.223618419299872,16.646752145664177,26.790284098103186,8.840793752374053,15.913428754273294
2024-01-31,PARTRP000103316,"19620,00","200,00",SupplierPreInvoiceSPI00456742.pdf,FR-77720,FR-77134,48.580437950000004,2.9083540128284735,48.4613554,3.223618419299872,16.646752145664177,26.790284098103186,8.840793752374053,15.913428754273294
2024-01-31,PARTRP000103317,"17390,00","200,00",SupplierPreInvoiceSPI00456742.pdf,FR-77720,FR-77134,48.580437950000004,2.9083540128284735,48.4613554,3.223618419299872,16.646752145664177,26.790284098103186,8.840793752374053,15.913428754273294
2024-01-31,PARTRP000103418,"419,13","31,50",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-91310,48.9856537,2.464965445023627,48.6318506,2.2683683768953906,26.042441044758412,41.9111420709715,13.830676883420596,24.895218390157073
2024-01-31,PARTRP000103420,"434,67","18,90",SupplierPreInvoiceSPI00456742.pdf,FR-95500,FR-75020,48.9856537,2.464965445023627,48.861821899999995,2.4010757802705944,9.03802097308962,14.54524867283205,4.799932062034577,8.639877711662239
2024-02-09,PARCTG000180062,"14020,24","200,00",SupplierPreInvoiceSPI00459911.pdf,FR-77185,FR-77185,48.832503849999995,2.6385437726009737,48.832503849999995,2.6385437726009737,0.0,0.0,0.0,0.0
2024-01-31,PARTRP000103317,"17390,00","400,00",SupplierPreInvoiceSPI00459911.pdf,FR-77720,FR-77134,48.580437950000004,2.9083540128284735,48.4613554,3.223618419299872,16.646752145664177,26.790284098103186,8.840793752374053,15.913428754273294
2024-01-31,PARTRP000103399,"1935,00","150,00",SupplierPreInvoiceSPI00459911.pdf,FR-77185,FR-93500,48.832503849999995,2.6385437726009737,48.89786956651624,2.4033411015342963,11.635251760756578,18.72507606865599,6.179275102656478,11.12269518478166
2024-01-31,PARTRP000103418,"419,13","450,00",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-91310,48.9856537,2.464965445023627,48.6318506,2.2683683768953906,26.042441044758412,41.9111420709715,13.830676883420596,24.895218390157073
2024-01-31,PARTRP000103420,"434,67","270,00",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-75020,48.9856537,2.464965445023627,48.861821899999995,2.4010757802705944,9.03802097308962,14.54524867283205,4.799932062034577,8.639877711662239
2024-02-01,PARTRP000103515,"601,94","310,30",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-95320,48.9856537,2.464965445023627,49.021098249999994,2.2491434795617105,10.113157797970095,16.27550937058519,5.370918092293113,9.667652566127604
2024-02-02,PARTRP000103649,"700,25","385,20",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-77560,48.9856537,2.464965445023627,48.648847700000005,3.3622542728535336,47.09753926876464,75.7959538467937,25.01266476944192,45.022796584995454
2024-02-02,PARTRP000103650,"794,65","310,30",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-77400,48.9856537,2.464965445023627,48.880409900000004,2.6912816843590246,12.611705776054288,20.296522573635208,6.697852449299619,12.056134408739315
2024-02-05,PARTRP000103370,"50,00","200,00",SupplierPreInvoiceSPI00459911.pdf,FR-77220,FR-60160,48.74658565,2.760523288100851,49.2595478,2.4332609105908594,38.4429060267874,61.86770638515003,20.41634310709951,36.74941759277912
2024-02-05,PARTRP000103720,"745,65","492,20",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-95197,48.9856537,2.464965445023627,46.8123801,7.1660154,264.9673103392763,426.42249122141095,140.71942210306563,253.29495978551813
2024-02-06,PARTRP000103741,"2155,00","180,00",SupplierPreInvoiceSPI00459911.pdf,FR-77550,FR-93290,48.6185526,2.64300607769173,48.95992638506493,2.5685526071428573,23.83260970951744,38.35477210991479,12.657074796271882,22.782734633289387
2024-02-06,PARTRP000103812,"419,69","513,60",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-77320,48.9856537,2.464965445023627,48.77279925,3.298226086906686,40.725764748804956,65.54160224084177,21.628728739477786,38.93171173106002
2024-02-06,PARTRP000103816,"589,22","278,20",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-93110,48.9856537,2.464965445023627,48.87523670645161,2.4794416215053765,7.658415497426055,12.324994396627647,4.067248150887123,7.3210466715968225
2024-02-07,PARTRP000103872,"484,19","310,30",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-91480,48.9856537,2.464965445023627,48.67454295,2.5338597502544333,21.726445567561523,34.96523790969946,11.538528510200823,20.769351318361483
2024-02-07,PARTRP000103865,"900,90","481,50",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-91310,48.9856537,2.464965445023627,48.6318506,2.2683683768953906,26.042441044758412,41.9111420709715,13.830676883420596,24.895218390157073
2024-02-07,PARTRP000103821,"6464,00","374,50",SupplierPreInvoiceSPI00459911.pdf,FR-77170,FR-51100,48.697856099999996,2.6117961544767336,49.253407800000005,4.048339723136653,75.78728897841597,121.96751564452396,40.249280162692905,72.44870429284722
2024-02-08,PARTRP000103829,"6157,98","150,00",SupplierPreInvoiceSPI00459911.pdf,FR-77220,FR-77720,48.74658565,2.760523288100851,48.580437950000004,2.9083540128284735,13.326260174374253,21.446483549027462,7.0773395711790625,12.739211228122313
2024-02-08,PARTRP000103943,"683,17","278,20",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-91800,48.9856537,2.464965445023627,48.69488885,2.499842020612027,20.154903336831108,32.43609213609577,10.703910404911605,19.26703872884089
2024-02-08,PARTRP000103942,"761,86","278,20",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-91800,48.9856537,2.464965445023627,48.69488885,2.499842020612027,20.154903336831108,32.43609213609577,10.703910404911605,19.26703872884089
2024-02-09,PARTRP000104105,"478,50","331,70",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-77450,48.9856537,2.464965445023627,48.92235475,2.8154527048445335,16.539089486096522,26.617018273554578,8.783616030273011,15.81050885449142
2024-02-09,PARTRP000104106,"657,30","310,30",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-92320,48.9856537,2.464965445023627,48.804460785714284,2.289171430769231,14.863376254685368,23.92022594171535,7.893674560766066,14.20861420937892
2024-02-12,PARTRP000104204,"557,71","374,40",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-77870,48.9856537,2.464965445023627,48.4333999,2.760485113314685,40.48246837175044,65.15005564939285,21.499518364299643,38.69913305573936
2024-02-13,PARTRP000104306,"1278,26","374,40",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-95120,48.9856537,2.464965445023627,48.989053850000005,2.2548144952564115,9.560203988914788,15.385618687520125,5.077254166881642,9.139057500386956
2024-02-13,PARTRP000104307,"726,01","260,00",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-95100,48.9856537,2.464965445023627,48.95013095,2.2445363920656636,10.324696466653828,16.61594701164467,5.4832625138427415,9.869872524916936
2024-02-13,PARTRP000103790,"6894,42","350,00",SupplierPreInvoiceSPI00459911.pdf,FR-60490,FR-59553,49.55936,2.7270348116572256,50.38058115,3.0261757887854177,58.303320828019196,93.82986634136441,30.963855892650255,55.73494060677046
2024-02-14,PARTRP000104375,"2132,42","395,20",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-95320,48.9856537,2.464965445023627,49.021098249999994,2.2491434795617105,10.113157797970095,16.27550937058519,5.370918092293113,9.667652566127604
2024-02-14,PARTRP000104376,"436,35","280,80",SupplierPreInvoiceSPI00459911.pdf,FR-95500,FR-95460,48.9856537,2.464965445023627,49.038063199999996,2.3581716846825667,6.056538249939515,9.747029267157659,3.2165196581620275,5.7897353846916495
2024-02-14,PARTRP000104320,"6232,00","374,50",SupplierPreInvoiceSPI00459911.pdf,FR-77170,FR-51100,48.697856099999996,2.6117961544767336,49.253407800000005,4.048339723136653,75.78728897841597,121.96751564452396,40.249280162692905,72.44870429284722
2024-02-15,PARTRP000104349,"550,00","200,00",SupplierPreInvoiceSPI00459911.pdf,FR-95470,FR-77550,49.082085,2.553704566440979,48.6185526,2.64300607769173,32.28826695116864,51.96279953519373,17.147723846613932,30.86590292390508
